DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
2021-11-06 20:00:00,19.892,8.55974,0.985608,5.951
2021-11-06 21:00:00,20.07,8.56066,0.985221,5.946
2021-11-06 22:00:00,19.203,8.52406,0.985069,5.928
2021-11-06 23:00:00,15.174,16.3431,0.98533,7.12
2021-11-07 00:00:00,12.435,23.8889,0.985633,8.039
2021-11-07 01:00:00,11.101,20.2909,0.985806,7.557
2021-11-07 02:00:00,9.92,21.5852,0.986089,7.718
2021-11-07 03:00:00,9.369,23.7501,0.986361,7.961
2021-11-07 04:00:00,8.897,20.5649,0.986381,7.575
2021-11-07 05:00:00,8.22,18.2279,0.986375,7.281
2021-11-07 06:00:00,7.893,13.7735,0.986599,6.741
2021-11-07 07:00:00,7.515,11.4353,0.986802,6.363
2021-11-07 08:00:00,7.225,5.95895,0.987059,5.382
2021-11-07 09:00:00,6.935,3.23352,0.987251,4.679
2021-11-07 10:00:00,6.496,0.834635,0.987411,3.727
2021-11-07 11:00:00,6.18,0.620573,0.987896,3.622
2021-11-07 12:00:00,5.84,0,0.988126,3.554
2021-11-07 13:00:00,5.549,0,0.988289,3.596
2021-11-07 14:00:00,8.072,1.32876,0.988518,3.962
2021-11-07 15:00:00,11.309,1.29382,0.98875,3.953
2021-11-07 16:00:00,14.356,0,0.988618,3.026
2021-11-07 17:00:00,16.824,0,0.988399,2.816
2021-11-07 18:00:00,18.827,0,0.988079,2.791
2021-11-07 19:00:00,20.152,0,0.987646,2.767
2021-11-07 20:00:00,21.036,0,0.987192,3.127
2021-11-07 21:00:00,21.45,0,0.986778,3.438
2021-11-07 22:00:00,20.785,1.00062,0.986573,3.833
2021-11-07 23:00:00,16.875,3.44256,0.986594,4.781
2021-11-08 00:00:00,14.976,4.9082,0.986848,5.165
2021-11-08 01:00:00,14.411,4.55719,0.987039,5.075
2021-11-08 02:00:00,14.462,12.2228,0.987263,6.567
2021-11-08 03:00:00,14.227,18.4085,0.98755,7.36
2021-11-08 04:00:00,13.81,19.3053,0.987777,7.466
2021-11-08 05:00:00,13.525,21.4584,0.987637,7.748
2021-11-08 06:00:00,13.52,28.8591,0.987789,8.57
2021-11-08 07:00:00,12.975,27.5838,0.988333,8.417
2021-11-08 08:00:00,13.804,29.1251,0.988478,8.592
2021-11-08 09:00:00,13.569,30.3759,0.988649,8.711
2021-11-08 10:00:00,13.248,27.6926,0.988744,8.437
2021-11-08 11:00:00,13.233,31.7792,0.989015,8.836
2021-11-08 12:00:00,13.111,29.4153,0.989224,8.613
2021-11-08 13:00:00,13.106,33.609,0.989276,9.001
2021-11-08 14:00:00,13.612,34.2563,0.98927,9.067
2021-11-08 15:00:00,14.937,23.3216,0.989457,7.967
2021-11-08 16:00:00,16.817,8.37119,0.989284,5.874
2021-11-08 17:00:00,18.675,6.34424,0.988759,5.5
2021-11-08 18:00:00,19.97,9.60777,0.988327,6.097
2021-11-08 19:00:00,21.06,11.5457,0.987999,6.503
2021-11-08 20:00:00,21.266,10.8238,0.987756,6.336
2021-11-08 21:00:00,21.222,10.5647,0.987298,6.275
2021-11-08 22:00:00,20.306,11.5899,0.987211,6.54
2021-11-08 23:00:00,18.996,20.2928,0.987309,7.758
2021-11-09 00:00:00,18.334,27.6086,0.98737,8.617
2021-11-09 01:00:00,17.444,27.4017,0.987549,8.569
2021-11-09 02:00:00,16.785,27.3639,0.98767,8.563
2021-11-09 03:00:00,16.92,28.3162,0.987729,8.675
2021-11-09 04:00:00,16.834,27.4093,0.98753,8.531
2021-11-09 05:00:00,16.963,31.0368,0.986672,8.915
2021-11-09 06:00:00,16.301,23.3878,0.986804,8.001
2021-11-09 07:00:00,15.499,40.1993,0.986433,9.757
2021-11-09 08:00:00,15.2,26.0092,0.986082,8.27
2021-11-09 09:00:00,15.301,23.3657,0.985981,7.988
2021-11-09 10:00:00,15.582,20.4629,0.985892,7.751
2021-11-09 11:00:00,15.704,27.7813,0.985856,8.487
2021-11-09 12:00:00,15.441,27.6487,0.98566,8.461
2021-11-09 13:00:00,15.44,37.1218,0.98536,9.463
2021-11-09 14:00:00,15.364,43.6331,0.985275,10.055
2021-11-09 15:00:00,15.431,46.5813,0.984845,10.364
2021-11-09 16:00:00,15.634,55.2759,0.984055,11.506
2021-11-09 17:00:00,15.592,56.4943,0.983137,12.16
2021-11-09 18:00:00,15.63,56.4578,0.982313,13.097
2021-11-09 19:00:00,15.447,56.463,0.981781,13.256
2021-11-09 20:00:00,15.002,56.5245,0.981336,13.121
2021-11-09 21:00:00,14.85,56.5249,0.980825,12.361
2021-11-09 22:00:00,14.834,49.3434,0.980705,10.659
2021-11-09 23:00:00,14.721,41.4542,0.98086,9.974
2021-11-10 00:00:00,14.711,40.7385,0.980765,9.898
2021-11-10 01:00:00,14.596,52.3238,0.980431,11.113
2021-11-10 02:00:00,14.356,55.1702,0.980302,11.57
2021-11-10 03:00:00,13.893,56.6152,0.980214,12.312
2021-11-10 04:00:00,13.663,54.3453,0.979854,11.422
2021-11-10 05:00:00,13.345,54.5789,0.979436,11.421
2021-11-10 06:00:00,13.006,55.2612,0.979333,11.543
2021-11-10 07:00:00,12.776,56.1429,0.97937,11.81
2021-11-10 08:00:00,12.39,56.8436,0.979348,12.148
2021-11-10 09:00:00,12.071,56.7783,0.979538,12.044
2021-11-10 10:00:00,11.69,56.8032,0.97986,11.981
2021-11-10 11:00:00,11.256,56.8987,0.980229,11.974
2021-11-10 12:00:00,10.683,55.3835,0.980434,11.345
2021-11-10 13:00:00,10.179,54.3843,0.980758,11.159
2021-11-10 14:00:00,10.839,52.6947,0.981057,10.962
2021-11-10 15:00:00,12.278,38.0435,0.981315,9.546
2021-11-10 16:00:00,13.556,39.9994,0.981336,9.736
2021-11-10 17:00:00,14.81,41.4306,0.981208,9.891
2021-11-10 18:00:00,15.889,42.4197,0.981095,9.976
2021-11-10 19:00:00,16.621,45.4751,0.98094,10.281
2021-11-10 20:00:00,16.913,51.2498,0.980772,10.883
2021-11-10 21:00:00,16.897,50.6881,0.9807,10.812
2021-11-10 22:00:00,16.277,46.9535,0.980897,10.416
2021-11-10 23:00:00,14.368,41.5886,0.981326,9.871
2021-11-11 00:00:00,12.674,55.8136,0.981535,11.554
2021-11-11 01:00:00,11.97,57.1526,0.981799,12.235
2021-11-11 02:00:00,10.91,57.1382,0.98189,11.974
2021-11-11 03:00:00,10.169,57.5039,0.981837,12.228
2021-11-11 04:00:00,9.4,57.663,0.981638,12.403
2021-11-11 05:00:00,8.336,55.8102,0.981267,11.451
2021-11-11 06:00:00,7.556,51.1256,0.981176,10.806
2021-11-11 07:00:00,6.827,47.1713,0.981184,10.401
2021-11-11 08:00:00,6.049,41.1965,0.981251,9.836
2021-11-11 09:00:00,5.105,39.7779,0.981208,9.631
2021-11-11 10:00:00,5.071,48.6011,0.981309,10.415
2021-11-11 11:00:00,4.896,54.4191,0.981448,11.011
2021-11-11 12:00:00,4.453,54.0897,0.981384,10.951
2021-11-11 13:00:00,3.92,49.4211,0.981475,10.454
2021-11-11 14:00:00,4.736,30.6899,0.981595,8.723
2021-11-11 15:00:00,7.12,7.24626,0.981599,5.654
2021-11-11 16:00:00,9.262,3.47061,0.981364,4.759
2021-11-11 17:00:00,11.341,3.92588,0.980818,4.901
2021-11-11 18:00:00,12.864,5.33197,0.980413,5.256
2021-11-11 19:00:00,13.92,7.90908,0.979937,5.76
2021-11-11 20:00:00,14.547,11.2951,0.979414,6.402
2021-11-11 21:00:00,14.645,12.2463,0.979027,6.571
2021-11-11 22:00:00,14.052,13.6574,0.978858,6.771
2021-11-11 23:00:00,11.078,21.9609,0.978928,7.799
2021-11-12 00:00:00,9.441,45.0913,0.97893,10.103
2021-11-12 01:00:00,8.591,52.7454,0.978839,10.897
2021-11-12 02:00:00,8.133,54.622,0.978739,11.266
2021-11-12 03:00:00,7.083,52.6632,0.978639,10.981
2021-11-12 04:00:00,5.645,50.5505,0.97852,10.619
2021-11-12 05:00:00,5.1,48.3147,0.978166,10.389
2021-11-12 06:00:00,4.78,37.5088,0.978099,9.38
2021-11-12 07:00:00,4.865,29.2763,0.978097,8.552
2021-11-12 08:00:00,3.425,11.5395,0.978141,6.372
2021-11-12 09:00:00,3.026,3.5893,0.977971,4.782
2021-11-12 10:00:00,3.115,0,0.977966,3.514
2021-11-12 11:00:00,3.024,0,0.978152,2.582
2021-11-12 12:00:00,2.883,0,0.978213,1.807
2021-11-12 13:00:00,2.551,0,0.978368,1.121
2021-11-12 14:00:00,3.659,0,0.978641,0.603
2021-11-12 15:00:00,6.412,0,0.978684,0.386
2021-11-12 16:00:00,9.294,0,0.978421,0.776
2021-11-12 17:00:00,11.912,0,0.977864,1.414
2021-11-12 18:00:00,14.127,0,0.977483,1.624
2021-11-12 19:00:00,15.783,0,0.977065,1.948
2021-11-12 20:00:00,16.832,0,0.976699,1.921
2021-11-12 21:00:00,17.316,0,0.976364,1.97
2021-11-12 22:00:00,16.933,0,0.97619,2.105
2021-11-12 23:00:00,13.37,0,0.976265,2.613
2021-11-13 00:00:00,10.919,0,0.97625,2.343
2021-11-13 01:00:00,9.955,0,0.976425,1.718
2021-11-13 02:00:00,9.314,0,0.976514,1.328
2021-11-13 03:00:00,8.729,0,0.976526,1.098
2021-11-13 04:00:00,8.034,0,0.976605,1.117
2021-11-13 05:00:00,7.166,0,0.976484,0.797
2021-11-13 06:00:00,6.533,0,0.976618,0.943
2021-11-13 07:00:00,5.861,0,0.976913,1.117
2021-11-13 08:00:00,5.294,0,0.977229,1.276
2021-11-13 09:00:00,4.817,0,0.977502,1.358
2021-11-13 10:00:00,4.359,0,0.977717,1.43
2021-11-13 11:00:00,3.771,0,0.978087,1.601
2021-11-13 12:00:00,3.275,0,0.978456,1.385
2021-11-13 13:00:00,2.766,0,0.978758,1.402
2021-11-13 14:00:00,4.231,0,0.979133,1.364
2021-11-13 15:00:00,7.254,0,0.979516,1.233
2021-11-13 16:00:00,9.957,0,0.979477,0.644
2021-11-13 17:00:00,12.583,0,0.979129,0.812
2021-11-13 18:00:00,14.811,0,0.978876,1.232
2021-11-13 19:00:00,16.37,0,0.978705,1.465
2021-11-13 20:00:00,17.335,0,0.978556,1.839
2021-11-13 21:00:00,17.753,0,0.978395,1.733
2021-11-13 22:00:00,17.341,0,0.978357,1.154
2021-11-13 23:00:00,13.806,0,0.978293,0.371
2021-11-14 00:00:00,11.958,0,0.978342,0.517
2021-11-14 01:00:00,11.302,0,0.978455,1.144
2021-11-14 02:00:00,10.501,0,0.978703,1.931
2021-11-14 03:00:00,9.562,0,0.978842,2.551
2021-11-14 04:00:00,8.849,0,0.978925,2.793
2021-11-14 05:00:00,8.088,0,0.9789,2.529
2021-11-14 06:00:00,7.052,0,0.979038,2.226
2021-11-14 07:00:00,6.284,0,0.979324,1.817
2021-11-14 08:00:00,5.766,0,0.97981,1.579
2021-11-14 09:00:00,5.405,0,0.980154,1.571
2021-11-14 10:00:00,5.008,0,0.980389,1.147
2021-11-14 11:00:00,4.612,0,0.980805,0.663
2021-11-14 12:00:00,4.213,0,0.980958,0.809
2021-11-14 13:00:00,3.982,0,0.981236,1.108
2021-11-14 14:00:00,5.544,0,0.981409,1.348
2021-11-14 15:00:00,8.889,0,0.98159,1.457
2021-11-14 16:00:00,11.436,0,0.981369,1.294
2021-11-14 17:00:00,13.941,0,0.980982,1.144
2021-11-14 18:00:00,16.254,0,0.980626,0.907
2021-11-14 19:00:00,17.998,0,0.980363,0.819
2021-11-14 20:00:00,19.057,0,0.980119,0.845
2021-11-14 21:00:00,19.533,0,0.97989,1.018
2021-11-14 22:00:00,19.245,0,0.979832,1.097
2021-11-14 23:00:00,15.865,0,0.97999,0.938
2021-11-15 00:00:00,13.648,0,0.980092,0.56
2021-11-15 01:00:00,12.838,0,0.980172,0.513
2021-11-15 02:00:00,11.995,0,0.980375,0.824
2021-11-15 03:00:00,10.761,0,0.980454,2.047
2021-11-15 04:00:00,10.429,0,0.980309,2.044
2021-11-15 05:00:00,9.701,0,0.980153,2.264
2021-11-15 06:00:00,9.278,0,0.980117,2.631
2021-11-15 07:00:00,8.819,0,0.980119,2.39
2021-11-15 08:00:00,8.106,0,0.98019,2.146
2021-11-15 09:00:00,7.684,0,0.980226,2.247
2021-11-15 10:00:00,7.303,0,0.980262,2.497
2021-11-15 11:00:00,6.944,0,0.980266,2.889
2021-11-15 12:00:00,6.508,0,0.980286,3.214
2021-11-15 13:00:00,6.231,0,0.980288,3.442
2021-11-15 14:00:00,7.577,0.945395,0.980281,3.813
2021-11-15 15:00:00,10.149,0.370273,0.980234,3.647
2021-11-15 16:00:00,12.968,0,0.979866,2.569
2021-11-15 17:00:00,15.284,0,0.979541,1.491
2021-11-15 18:00:00,17.073,0,0.979074,2.331
2021-11-15 19:00:00,18.256,0,0.978787,2.528
2021-11-15 20:00:00,19.108,0,0.978522,2.78
2021-11-15 21:00:00,18.867,0,0.978026,2.328
2021-11-15 22:00:00,17.625,0,0.977586,1.945
2021-11-15 23:00:00,16.712,2.19526,0.977744,4.348
2021-11-16 00:00:00,16.042,5.82847,0.977727,5.4
2021-11-16 01:00:00,15.877,14.2932,0.977864,6.869
2021-11-16 02:00:00,15.393,21.7124,0.977686,7.805
2021-11-16 03:00:00,14.755,16.2859,0.977579,7.141
2021-11-16 04:00:00,14.348,18.6427,0.977361,7.405
2021-11-16 05:00:00,14.013,18.2415,0.976821,7.439
2021-11-16 06:00:00,14.379,14.5439,0.976541,6.975
2021-11-16 07:00:00,14.36,18.5133,0.976424,7.485
2021-11-16 08:00:00,14.432,20.2336,0.976309,7.719
2021-11-16 09:00:00,14.141,15.6668,0.976212,7.127
2021-11-16 10:00:00,13.953,8.45148,0.976309,5.881
2021-11-16 11:00:00,13.811,8.37875,0.97647,5.945
2021-11-16 12:00:00,12.829,3.39508,0.976755,4.836
2021-11-16 13:00:00,12.021,3.79348,0.976961,4.952
2021-11-16 14:00:00,11.449,2.64702,0.977169,4.563
2021-11-16 15:00:00,10.303,4.09365,0.977625,4.953
2021-11-16 16:00:00,9.961,4.00641,0.977755,4.929
2021-11-16 17:00:00,9.436,4.53249,0.977642,5.062
2021-11-16 18:00:00,9.117,3.93375,0.977861,4.91
2021-11-16 19:00:00,9.314,4.17126,0.978056,4.967
2021-11-16 20:00:00,9.72,1.5915,0.978022,4.141
2021-11-16 21:00:00,11.304,1.49852,0.977993,4.06
2021-11-16 22:00:00,10.96,3.86538,0.978205,4.909
2021-11-16 23:00:00,8.965,11.7758,0.978924,6.474
2021-11-17 00:00:00,6.81,16.5622,0.979482,7.095
2021-11-17 01:00:00,5.585,22.2648,0.979831,7.793
2021-11-17 02:00:00,4.438,13.7667,0.980191,6.731
2021-11-17 03:00:00,3.806,9.65231,0.980437,6.036
2021-11-17 04:00:00,3.318,1.49454,0.980217,4.066
2021-11-17 05:00:00,3.025,0,0.9801,2.821
2021-11-17 06:00:00,2.662,0,0.980243,2.86
2021-11-17 07:00:00,2.143,0,0.980275,2.551
2021-11-17 08:00:00,1.515,0,0.980365,1.817
2021-11-17 09:00:00,1.347,0,0.980572,0.974
2021-11-17 10:00:00,1.129,0,0.980873,0.903
2021-11-17 11:00:00,0.759,0,0.981327,1.502
2021-11-17 12:00:00,0.257,0,0.981345,2.183
2021-11-17 13:00:00,0.119,0,0.981577,2.372
2021-11-17 14:00:00,1.334,0,0.981951,2.202
2021-11-17 15:00:00,3.691,0,0.982248,1.423
2021-11-17 16:00:00,5.91,0,0.982268,1.291
2021-11-17 17:00:00,7.456,0,0.982021,1.915
2021-11-17 18:00:00,8.477,0,0.981796,2.572
2021-11-17 19:00:00,9.225,0,0.98165,2.822
2021-11-17 20:00:00,9.85,0,0.981473,2.414
2021-11-17 21:00:00,10.389,0,0.981411,2.688
2021-11-17 22:00:00,10.263,0,0.98152,1.944
2021-11-17 23:00:00,8.279,0,0.981946,1.689
2021-11-18 00:00:00,6.724,0,0.982192,1.736
2021-11-18 01:00:00,5.854,0,0.982602,0.975
2021-11-18 02:00:00,5.161,0,0.982954,0.602
2021-11-18 03:00:00,4.504,0,0.983262,1.39
2021-11-18 04:00:00,3.799,0,0.983383,2.07
2021-11-18 05:00:00,3.265,0,0.983334,2.123
2021-11-18 06:00:00,2.823,0,0.983534,1.794
2021-11-18 07:00:00,2.429,0,0.983821,1.663
2021-11-18 08:00:00,1.995,0,0.984101,1.597
2021-11-18 09:00:00,1.54,0,0.984392,1.506
2021-11-18 10:00:00,1.124,0,0.984804,1.049
2021-11-18 11:00:00,0.873,0,0.98531,0.431
2021-11-18 12:00:00,0.54,0,0.985523,0.706
2021-11-18 13:00:00,0.182,0,0.985792,0.711
2021-11-18 14:00:00,1.534,0,0.986112,0.425
2021-11-18 15:00:00,4.525,0,0.986245,0.488
2021-11-18 16:00:00,7.174,0,0.986141,0.658
2021-11-18 17:00:00,9.196,0,0.985844,0.845
2021-11-18 18:00:00,10.486,0,0.985567,1.005
2021-11-18 19:00:00,11.54,0,0.985349,1.146
2021-11-18 20:00:00,12.348,0,0.985122,0.927
2021-11-18 21:00:00,12.803,0,0.984902,0.903
2021-11-18 22:00:00,12.735,0,0.9848,0.998
2021-11-18 23:00:00,10.06,0,0.984989,0.844
2021-11-19 00:00:00,8.065,0,0.985264,1.898
2021-11-19 01:00:00,7.106,0,0.985554,1.295
2021-11-19 02:00:00,6.541,0,0.985649,0.992
2021-11-19 03:00:00,5.985,0,0.985717,1.294
2021-11-19 04:00:00,5.202,0,0.985641,1.225
2021-11-19 05:00:00,4.599,0,0.98544,1.493
2021-11-19 06:00:00,4.121,0,0.985541,1.871
2021-11-19 07:00:00,3.7,0,0.985707,2.054
2021-11-19 08:00:00,3.312,0,0.985775,1.947
2021-11-19 09:00:00,2.758,0,0.985729,2.148
2021-11-19 10:00:00,2.344,0,0.985793,2.997
2021-11-19 11:00:00,1.96,0,0.986049,3.466
2021-11-19 12:00:00,1.617,1.14023,0.98598,3.861
2021-11-19 13:00:00,1.521,3.34426,0.986039,4.696
2021-11-19 14:00:00,2.963,3.67689,0.986235,4.803
2021-11-19 15:00:00,6.885,1.53325,0.986137,4.062
2021-11-19 16:00:00,10.204,0,0.985863,2.133
2021-11-19 17:00:00,12.998,0,0.985354,2.562
2021-11-19 18:00:00,14.928,0.621487,0.984778,3.634
2021-11-19 19:00:00,16.007,1.89344,0.984471,4.231
2021-11-19 20:00:00,16.574,2.18637,0.984244,4.346
2021-11-19 21:00:00,16.644,2.3114,0.984067,4.41
2021-11-19 22:00:00,15.91,1.40371,0.983896,4.058
2021-11-19 23:00:00,12.508,4.12266,0.983925,4.968
2021-11-20 00:00:00,10.506,6.03946,0.984046,5.479
2021-11-20 01:00:00,9.622,13.2545,0.984183,6.73
2021-11-20 02:00:00,8.811,14.984,0.984337,6.909
2021-11-20 03:00:00,8.6,21.2899,0.984399,7.682
2021-11-20 04:00:00,8.663,24.8162,0.984166,8.096
2021-11-20 05:00:00,8.057,22.0648,0.983738,7.784
2021-11-20 06:00:00,7.63,14.8336,0.983487,6.88
2021-11-20 07:00:00,6.901,4.57041,0.983464,5.126
2021-11-20 08:00:00,6.983,0.30503,0.983442,3.621
2021-11-20 09:00:00,6.076,0,0.983347,3.453
2021-11-20 10:00:00,5.452,0,0.98322,3.385
2021-11-20 11:00:00,4.86,3.13341,0.983351,4.649
2021-11-20 12:00:00,4.411,4.57598,0.983442,5.042
2021-11-20 13:00:00,4.326,5.97969,0.983409,5.378
2021-11-20 14:00:00,6.021,5.41771,0.983503,5.298
2021-11-20 15:00:00,9.591,4.6948,0.983366,5.145
2021-11-20 16:00:00,11.959,1.0803,0.983173,3.901
2021-11-20 17:00:00,14.267,1.80363,0.982821,4.26
2021-11-20 18:00:00,15.542,0.146905,0.982592,3.615
2021-11-20 19:00:00,16.592,0.637612,0.982244,3.685
2021-11-20 20:00:00,17.161,0,0.981912,3.513
2021-11-20 21:00:00,17.323,0.600329,0.981608,3.664
2021-11-20 22:00:00,16.768,0.733659,0.981415,3.731
2021-11-20 23:00:00,13.832,2.11486,0.981467,4.36
2021-11-21 00:00:00,12.756,5.42559,0.981525,5.363
2021-11-21 01:00:00,12.902,15.1538,0.981781,6.997
2021-11-21 02:00:00,12.303,24.9573,0.981961,8.267
2021-11-21 03:00:00,12.177,32.4496,0.981902,9.05
2021-11-21 04:00:00,11.933,27.6327,0.981748,8.566
2021-11-21 05:00:00,11.935,31.7269,0.981129,8.984
2021-11-21 06:00:00,12.072,33.3441,0.981137,9.137
2021-11-21 07:00:00,12.19,36.8934,0.981053,9.562
2021-11-21 08:00:00,10.847,34.49,0.981219,9.186
2021-11-21 09:00:00,11.216,34.5701,0.981284,9.129
2021-11-21 10:00:00,11.498,32.3995,0.981208,8.936
2021-11-21 11:00:00,11.56,36.5595,0.98111,9.433
2021-11-21 12:00:00,10.364,29.6861,0.981662,8.63
2021-11-21 13:00:00,9.816,23.7065,0.981913,7.992
2021-11-21 14:00:00,9.683,23.9749,0.982184,8.043
2021-11-21 15:00:00,9.73,20.7109,0.982341,7.678
2021-11-21 16:00:00,9.712,21.9833,0.98243,7.793
2021-11-21 17:00:00,9.544,15.6639,0.981944,7.103
2021-11-21 18:00:00,9.68,11.3312,0.981746,6.464
2021-11-21 19:00:00,9.499,8.34504,0.981549,5.926
2021-11-21 20:00:00,9.593,11.038,0.981241,6.407
2021-11-21 21:00:00,9.534,17.2483,0.980972,7.311
2021-11-21 22:00:00,9.418,13.942,0.980973,6.888
2021-11-21 23:00:00,9.208,13.7512,0.981251,6.861
2021-11-22 00:00:00,9.223,9.85372,0.981319,6.174
2021-11-22 01:00:00,9.212,12.1759,0.981443,6.57
2021-11-22 02:00:00,9.149,15.9181,0.981518,7.044
2021-11-22 03:00:00,9.117,12.7905,0.98157,6.634
2021-11-22 04:00:00,9.065,9.42441,0.981458,6.03
2021-11-22 05:00:00,9.002,12.4209,0.981251,6.566
2021-11-22 06:00:00,8.92,19.1935,0.981405,7.425
2021-11-22 07:00:00,8.836,17.452,0.98165,7.214
2021-11-22 08:00:00,8.781,14.7988,0.981912,6.889
2021-11-22 09:00:00,8.735,14.1025,0.982034,6.803
2021-11-22 10:00:00,8.76,11.8491,0.982356,6.477
2021-11-22 11:00:00,8.849,12.4282,0.982779,6.565
2021-11-22 12:00:00,8.899,11.412,0.983059,6.372
2021-11-22 13:00:00,8.923,8.74799,0.983329,5.903
2021-11-22 14:00:00,8.975,6.09271,0.983716,5.42
2021-11-22 15:00:00,9.159,2.84126,0.983937,4.556
2021-11-22 16:00:00,9.493,3.64127,0.983929,4.815
2021-11-22 17:00:00,9.931,0,0.983701,3.475
2021-11-22 18:00:00,10.314,0,0.983672,2.497
2021-11-22 19:00:00,10.621,0,0.983611,1.542
2021-11-22 20:00:00,10.8,0,0.983597,1.145
2021-11-22 21:00:00,10.914,0,0.983529,1.209
2021-11-22 22:00:00,10.672,0,0.983561,1.177
2021-11-22 23:00:00,10.435,0,0.983757,1.046
2021-11-23 00:00:00,10.376,0,0.983849,1.334
2021-11-23 01:00:00,10.362,0,0.98391,2.117
2021-11-23 02:00:00,10.538,0,0.984015,2.191
2021-11-23 03:00:00,10.524,0,0.984049,1.762
2021-11-23 04:00:00,10.323,0,0.983929,1.934
2021-11-23 05:00:00,10.142,0,0.983717,1.789
2021-11-23 06:00:00,10.082,0,0.983679,1.365
2021-11-23 07:00:00,10.094,0,0.983833,1.564
2021-11-23 08:00:00,10.064,0,0.983934,1.85
2021-11-23 09:00:00,10.04,0,0.983827,2.277
2021-11-23 10:00:00,10.097,0,0.983991,2.702
2021-11-23 11:00:00,10.207,0,0.984201,2.687
2021-11-23 12:00:00,10.163,0,0.984282,2.632
2021-11-23 13:00:00,10.041,0,0.984351,2.408
2021-11-23 14:00:00,10.117,0,0.984389,2.216
2021-11-23 15:00:00,10.683,0,0.984493,2.011
2021-11-23 16:00:00,12.187,0,0.984187,2.183
2021-11-23 17:00:00,11.939,0,0.983595,2.068
2021-11-23 18:00:00,12.531,0,0.983169,2.395
2021-11-23 19:00:00,13.575,1.48174,0.982556,4.053
2021-11-23 20:00:00,13.75,2.83704,0.982121,4.575
2021-11-23 21:00:00,13.751,2.88391,0.98161,4.595
2021-11-23 22:00:00,13.383,3.18764,0.981312,4.74
2021-11-23 23:00:00,11.156,8.57612,0.981283,5.88
2021-11-24 00:00:00,10.394,21.5114,0.981232,7.726
2021-11-24 01:00:00,9.812,27.3303,0.981254,8.367
2021-11-24 02:00:00,8.923,31.6433,0.981345,8.789
2021-11-24 03:00:00,9.954,25.1123,0.981421,8.127
2021-11-24 04:00:00,10.55,17.6463,0.981159,7.24
2021-11-24 05:00:00,9.238,14.3149,0.980609,6.818
2021-11-24 06:00:00,10.292,8.7277,0.980763,5.929
2021-11-24 07:00:00,10.229,14.1931,0.980889,6.839
2021-11-24 08:00:00,10.158,8.05859,0.981037,5.772
2021-11-24 09:00:00,10.3,5.37116,0.981163,5.26
2021-11-24 10:00:00,9.499,17.4756,0.981369,7.221
2021-11-24 11:00:00,6.591,15.425,0.981842,6.948
2021-11-24 12:00:00,5.386,8.72742,0.982005,5.88
2021-11-24 13:00:00,4.618,2.41802,0.982039,4.397
2021-11-24 14:00:00,5.286,0.666296,0.982244,3.651
2021-11-24 15:00:00,7.26,0,0.982433,2.454
2021-11-24 16:00:00,9.05,0,0.982412,3.062
2021-11-24 17:00:00,9.767,1.14211,0.982046,3.919
2021-11-24 18:00:00,10.734,1.36498,0.981783,4.02
2021-11-24 19:00:00,11.903,2.14429,0.981525,4.366
2021-11-24 20:00:00,12.515,3.21766,0.981187,4.771
2021-11-24 21:00:00,12.649,2.29868,0.980878,4.445
2021-11-24 22:00:00,12.322,2.25474,0.980644,4.42
2021-11-24 23:00:00,9.63,7.34701,0.98068,5.65
2021-11-25 00:00:00,7.878,16.0167,0.980839,7.091
2021-11-25 01:00:00,7.149,30.1499,0.980909,8.78
2021-11-25 02:00:00,5.926,25.1991,0.980998,8.247
2021-11-25 03:00:00,5.185,33.2244,0.980974,9.053
2021-11-25 04:00:00,4.531,36.6303,0.980745,9.319
2021-11-25 05:00:00,3.773,39.0831,0.980443,9.517
2021-11-25 06:00:00,3.171,32.953,0.980284,8.857
2021-11-25 07:00:00,2.634,29.0345,0.980182,8.489
2021-11-25 08:00:00,2.336,28.1282,0.980171,8.386
2021-11-25 09:00:00,1.926,22.2177,0.98015,7.746
2021-11-25 10:00:00,1.63,23.5132,0.980177,7.892
2021-11-25 11:00:00,1.088,44.9848,0.980421,10.124
2021-11-25 12:00:00,-0.034,43.2715,0.980611,9.838
2021-11-25 13:00:00,-0.883,25.358,0.980972,8.051
2021-11-25 14:00:00,0.521,12.126,0.981276,6.501
2021-11-25 15:00:00,3.375,2.1588,0.981528,4.298
2021-11-25 16:00:00,5.409,2.03924,0.981622,4.265
2021-11-25 17:00:00,7.078,9.43152,0.981394,6.022
2021-11-25 18:00:00,7.986,19.3866,0.981302,7.443
2021-11-25 19:00:00,8.405,25.0752,0.981215,8.126
2021-11-25 20:00:00,8.639,27.4248,0.981201,8.379
2021-11-25 21:00:00,8.526,30.8953,0.981251,8.729
2021-11-25 22:00:00,7.825,34.8352,0.981397,9.092
2021-11-25 23:00:00,5.786,30.0636,0.98185,8.625
2021-11-26 00:00:00,5.242,57.0033,0.982165,11.442
2021-11-26 01:00:00,3.986,54.4532,0.982485,11.003
2021-11-26 02:00:00,3.63,55.8935,0.982829,11.186
2021-11-26 03:00:00,2.984,55.2787,0.983118,11.077
2021-11-26 04:00:00,2.326,53.9075,0.983229,10.87
2021-11-26 05:00:00,0.769,42.3945,0.983158,9.757
2021-11-26 06:00:00,-0.139,39.4606,0.983313,9.48
